customer_id,visit_date,device_type,user_type,marketing_channel,product_id,product_category,unit_price,quantity,discount_percent,discount_amount,revenue,pages_viewed,time_on_site_sec,added_to_cart,purchased,cart_abandoned,rating,review_helpful_votes,payment_method,visit_month,visit_season,session_duration_bucket,location,device_name,user_type_name,channel_name,category_name,payment_name,season_name
3751,2024-11-01,1,0,2,686,7,879.18,3,0,0.0,2637.54,16,1647,1,1,0,4,48,0,11,0,Very Long,125,Mobile,New User,Email,Grocery,Credit Card,Winter
1890,2024-02-29,1,1,3,34,0,697.27,3,20,418.36,1673.45,8,742,1,1,0,4,19,5,2,3,Short,122,Mobile,Returning User,Social Media,Electronics,COD,Autumn
6569,2024-04-06,1,0,2,285,5,1256.56,1,10,125.66,0.0,22,1120,1,0,1,4,0,5,4,1,Long,67,Mobile,New User,Email,Beauty,COD,Spring
5838,2024-11-08,0,1,2,428,0,347.19,3,0,0.0,1041.57,8,169,1,1,0,3,21,1,11,0,Very Short,74,Desktop,Returning User,Email,Electronics,Debit Card,Winter
7838,2024-08-12,0,1,4,721,7,1123.53,2,0,0.0,0.0,3,1140,1,0,1,4,0,1,8,2,Long,26,Desktop,Returning User,Referral,Grocery,Debit Card,Summer
6422,2024-07-16,0,1,1,640,0,829.22,1,20,165.84,0.0,10,1322,0,0,0,4,0,1,7,2,Long,79,Desktop,Returning User,Paid Search,Electronics,Debit Card,Summer
2154,2024-07-22,0,1,3,662,4,169.17,2,10,33.83,304.51,17,661,1,1,0,3,48,0,7,2,Short,37,Desktop,Returning User,Social Media,Books,Credit Card,Summer
2095,2024-12-19,0,0,0,249,5,1523.21,2,5,152.32,0.0,6,1615,1,0,1,4,0,0,12,3,Very Long,10,Desktop,New User,Organic Search,Beauty,Credit Card,Autumn
8026,2024-03-23,0,1,0,108,0,394.07,1,15,59.11,0.0,13,1377,1,0,1,4,0,4,3,1,Very Long,188,Desktop,Returning User,Organic Search,Electronics,Wallet,Spring
2431,2024-04-19,1,0,1,635,3,660.31,2,0,0.0,0.0,10,131,0,0,0,4,0,0,4,1,Very Short,177,Mobile,New User,Paid Search,Sports,Credit Card,Spring
9445,2024-06-27,1,1,3,292,3,897.68,4,10,359.07,0.0,7,1562,1,0,1,4,0,2,6,2,Very Long,201,Mobile,Returning User,Social Media,Sports,UPI,Summer
1953,2024-11-04,1,0,0,864,2,778.31,4,0,0.0,0.0,14,1238,1,0,1,4,0,0,11,0,Long,23,Mobile,New User,Organic Search,Home & Kitchen,Credit Card,Winter
7554,2024-07-19,1,1,3,567,3,1317.03,4,0,0.0,0.0,3,1377,1,0,1,4,0,5,7,2,Very Long,195,Mobile,Returning User,Social Media,Sports,COD,Summer
9776,2024-09-21,0,1,3,770,5,1565.37,4,0,0.0,0.0,7,1157,0,0,0,4,0,0,9,0,Long,63,Desktop,Returning User,Social Media,Beauty,Credit Card,Winter
4970,2024-10-25,0,0,1,671,7,936.2,1,0,0.0,0.0,20,377,1,0,1,4,0,4,10,0,Very Short,105,Desktop,New User,Paid Search,Grocery,Wallet,Winter
1510,2024-11-21,0,0,5,147,3,1248.37,4,0,0.0,4993.48,15,1629,1,1,0,4,24,0,11,0,Very Long,100,Desktop,New User,Direct,Sports,Credit Card,Winter
8889,2024-06-17,0,0,3,388,5,847.71,1,15,127.16,0.0,4,1330,1,0,1,4,0,3,6,2,Long,193,Desktop,New User,Social Media,Beauty,Net Banking,Summer
2685,2024-06-16,1,0,0,373,6,696.76,2,5,69.68,0.0,5,973,0,0,0,4,0,4,6,2,Long,9,Mobile,New User,Organic Search,Toys,Wallet,Summer
5746,2024-01-30,1,0,0,505,1,787.39,4,30,944.87,0.0,6,741,0,0,0,4,0,0,1,3,Short,104,Mobile,New User,Organic Search,Clothing,Credit Card,Autumn
9859,2024-01-30,0,1,5,414,6,717.69,3,20,430.61,1722.46,20,251,1,1,0,5,13,4,1,3,Very Short,4,Desktop,Returning User,Direct,Toys,Wallet,Autumn
7702,2024-06-26,1,1,1,80,7,385.15,3,20,231.09,0.0,9,1232,0,0,0,4,0,1,6,2,Long,189,Mobile,Returning User,Paid Search,Grocery,Debit Card,Summer
1416,2024-09-30,0,1,2,734,1,681.32,1,10,68.13,0.0,2,834,1,0,1,4,0,5,9,0,Short,192,Desktop,Returning User,Email,Clothing,COD,Winter
8383,2024-11-01,0,0,3,3,2,1655.14,4,10,662.06,0.0,23,1503,0,0,0,4,0,4,11,0,Very Long,208,Desktop,New User,Social Media,Home & Kitchen,Wallet,Winter
2451,2024-05-29,1,1,0,520,1,782.85,4,0,0.0,3131.4,10,1735,1,1,0,2,25,0,5,1,Very Long,72,Mobile,Returning User,Organic Search,Clothing,Credit Card,Spring
7743,2024-07-27,1,1,0,210,1,380.03,2,0,0.0,0.0,1,1449,1,0,1,4,0,5,7,2,Very Long,98,Mobile,Returning User,Organic Search,Clothing,COD,Summer
6587,2024-10-23,1,0,1,485,4,304.38,2,0,0.0,0.0,11,1141,1,0,1,4,0,1,10,0,Long,14,Mobile,New User,Paid Search,Books,Debit Card,Winter
3590,2024-04-26,1,0,1,447,6,815.73,3,0,0.0,0.0,12,259,0,0,0,4,0,4,4,1,Very Short,131,Mobile,New User,Paid Search,Toys,Wallet,Spring
4812,2024-02-27,1,1,1,30,0,645.86,4,0,0.0,0.0,22,165,1,0,1,4,0,4,2,3,Very Short,203,Mobile,Returning User,Paid Search,Electronics,Wallet,Autumn
2060,2024-12-02,0,0,4,498,0,195.57,4,0,0.0,0.0,20,710,0,0,0,4,0,2,12,3,Short,23,Desktop,New User,Referral,Electronics,UPI,Autumn
9880,2024-07-18,1,0,1,458,1,542.79,1,0,0.0,0.0,21,913,1,0,1,4,0,1,7,2,Long,100,Mobile,New User,Paid Search,Clothing,Debit Card,Summer
3144,2024-02-26,1,1,4,48,1,354.85,4,5,70.97,0.0,21,702,1,0,1,4,0,4,2,3,Short,112,Mobile,Returning User,Referral,Clothing,Wallet,Autumn
3777,2024-04-01,1,0,2,542,3,931.28,3,10,279.38,0.0,6,1112,0,0,0,4,0,2,4,1,Long,18,Mobile,New User,Email,Sports,UPI,Spring
5525,2024-04-29,1,1,5,832,5,1479.86,2,0,0.0,0.0,3,518,1,0,1,4,0,2,4,1,Short,187,Mobile,Returning User,Direct,Beauty,UPI,Spring
7050,2024-03-14,1,0,2,140,6,1858.03,3,10,557.41,0.0,3,320,0,0,0,4,0,0,3,1,Very Short,182,Mobile,New User,Email,Toys,Credit Card,Spring
5546,2024-06-08,0,0,2,117,2,1283.51,4,15,770.11,0.0,17,838,1,0,1,4,0,5,6,2,Short,93,Desktop,New User,Email,Home & Kitchen,COD,Summer
5545,2024-10-23,1,1,2,618,0,771.02,3,0,0.0,0.0,21,1471,1,0,1,4,0,2,10,0,Very Long,190,Mobile,Returning User,Email,Electronics,UPI,Winter
6243,2024-09-26,0,0,4,784,0,804.22,3,20,482.53,0.0,5,1371,0,0,0,4,0,0,9,0,Very Long,69,Desktop,New User,Referral,Electronics,Credit Card,Winter
8718,2024-11-30,0,0,1,854,3,443.99,1,0,0.0,0.0,22,94,1,0,1,4,0,1,11,0,Very Short,196,Desktop,New User,Paid Search,Sports,Debit Card,Winter
4555,2024-11-01,1,1,2,851,2,663.26,4,5,132.65,0.0,19,526,0,0,0,4,0,5,11,0,Short,176,Mobile,Returning User,Email,Home & Kitchen,COD,Winter
8488,2024-04-23,1,1,5,190,1,794.15,4,0,0.0,0.0,23,1315,1,0,1,4,0,1,4,1,Long,73,Mobile,Returning User,Direct,Clothing,Debit Card,Spring
8081,2024-01-22,1,1,1,435,0,782.64,4,10,313.06,0.0,9,107,0,0,0,4,0,0,1,3,Very Short,70,Mobile,Returning User,Paid Search,Electronics,Credit Card,Autumn
9648,2024-02-25,1,1,1,785,3,729.8,3,0,0.0,0.0,10,829,0,0,0,4,0,1,2,3,Short,94,Mobile,Returning User,Paid Search,Sports,Debit Card,Autumn
9217,2024-10-16,1,1,4,728,3,779.77,4,5,155.95,2963.13,18,1604,1,1,0,4,20,2,10,0,Very Long,82,Mobile,Returning User,Referral,Sports,UPI,Winter
8182,2024-05-04,0,0,1,612,5,533.5,2,0,0.0,0.0,17,971,1,0,1,4,0,2,5,1,Long,20,Desktop,New User,Paid Search,Beauty,UPI,Spring
3220,2024-09-19,1,0,4,492,2,1993.32,1,0,0.0,0.0,4,1475,0,0,0,4,0,2,9,0,Very Long,113,Mobile,New User,Referral,Home & Kitchen,UPI,Winter
7967,2024-06-16,0,0,1,705,0,650.57,2,10,130.11,0.0,21,826,0,0,0,4,0,3,6,2,Short,94,Desktop,New User,Paid Search,Electronics,Net Banking,Summer
7627,2024-11-22,1,0,5,80,1,211.2,3,20,126.72,0.0,4,424,0,0,0,4,0,4,11,0,Very Short,135,Mobile,New User,Direct,Clothing,Wallet,Winter
3605,2024-07-04,1,0,0,448,0,564.46,4,0,0.0,0.0,22,344,1,0,1,4,0,1,7,2,Very Short,191,Mobile,New User,Organic Search,Electronics,Debit Card,Summer
7101,2024-11-24,0,1,4,143,5,1463.79,1,0,0.0,0.0,16,1749,0,0,0,4,0,5,11,0,Very Long,18,Desktop,Returning User,Referral,Beauty,COD,Winter
3276,2024-04-01,2,1,3,870,0,845.7,1,0,0.0,0.0,6,930,0,0,0,4,0,0,4,1,Long,8,Tablet,Returning User,Social Media,Electronics,Credit Card,Spring
5707,2024-10-10,1,0,0,444,1,306.1,2,20,122.44,0.0,5,416,0,0,0,4,0,4,10,0,Very Short,175,Mobile,New User,Organic Search,Clothing,Wallet,Winter
8169,2024-07-10,1,1,3,531,4,228.35,1,0,0.0,0.0,14,37,0,0,0,4,0,1,7,2,Very Short,68,Mobile,Returning User,Social Media,Books,Debit Card,Summer
2696,2024-03-10,1,1,0,305,3,377.75,2,15,113.32,0.0,22,390,0,0,0,4,0,2,3,1,Very Short,124,Mobile,Returning User,Organic Search,Sports,UPI,Spring
4032,2024-03-26,1,0,2,38,1,116.15,1,0,0.0,0.0,20,1749,0,0,0,4,0,5,3,1,Very Long,114,Mobile,New User,Email,Clothing,COD,Spring
8156,2024-04-24,1,0,1,660,4,263.33,2,10,52.67,0.0,4,827,1,0,1,4,0,2,4,1,Short,28,Mobile,New User,Paid Search,Books,UPI,Spring
5083,2024-02-26,0,1,1,76,4,357.73,1,20,71.55,286.18,1,400,1,1,0,3,32,5,2,3,Very Short,123,Desktop,Returning User,Paid Search,Books,COD,Autumn
9644,2024-12-07,2,0,4,264,2,1244.43,3,15,559.99,0.0,18,943,0,0,0,4,0,1,12,3,Long,24,Tablet,New User,Referral,Home & Kitchen,Debit Card,Autumn
1071,2024-03-18,1,0,2,465,5,1424.34,2,10,284.87,0.0,23,1238,0,0,0,4,0,4,3,1,Long,113,Mobile,New User,Email,Beauty,Wallet,Spring
7495,2024-08-06,1,1,0,66,3,1137.01,1,10,113.7,0.0,7,1617,1,0,1,4,0,2,8,2,Very Long,11,Mobile,Returning User,Organic Search,Sports,UPI,Summer
8326,2024-07-27,1,1,2,737,6,1850.35,2,0,0.0,3700.7,20,920,1,1,0,5,1,4,7,2,Long,8,Mobile,Returning User,Email,Toys,Wallet,Summer
9259,2024-07-15,0,1,3,716,6,1262.24,3,15,568.01,3218.71,20,1048,1,1,0,1,39,3,7,2,Long,5,Desktop,Returning User,Social Media,Toys,Net Banking,Summer
2410,2024-08-17,1,0,2,247,0,339.35,2,0,0.0,0.0,10,387,1,0,1,4,0,4,8,2,Very Short,217,Mobile,New User,Email,Electronics,Wallet,Summer
9856,2024-11-30,1,1,4,505,4,458.76,2,20,183.5,734.02,20,982,1,1,0,4,15,1,11,0,Long,77,Mobile,Returning User,Referral,Books,Debit Card,Winter
4530,2024-12-19,1,0,1,669,2,1114.34,4,10,445.74,0.0,7,562,0,0,0,4,0,4,12,3,Short,82,Mobile,New User,Paid Search,Home & Kitchen,Wallet,Autumn
4168,2024-11-15,0,0,4,502,2,1369.82,1,0,0.0,0.0,18,802,1,0,1,4,0,0,11,0,Short,157,Desktop,New User,Referral,Home & Kitchen,Credit Card,Winter
4199,2024-06-16,1,0,5,5,4,116.22,3,0,0.0,0.0,9,403,1,0,1,4,0,2,6,2,Very Short,96,Mobile,New User,Direct,Books,UPI,Summer
6743,2024-09-22,2,0,3,333,2,1605.31,1,15,240.8,0.0,2,497,1,0,1,4,0,5,9,0,Short,132,Tablet,New User,Social Media,Home & Kitchen,COD,Winter
6932,2024-03-08,2,1,2,341,4,53.57,2,0,0.0,0.0,12,1580,0,0,0,4,0,3,3,1,Very Long,79,Tablet,Returning User,Email,Books,Net Banking,Spring
5264,2024-11-18,1,0,4,423,0,962.21,3,0,0.0,0.0,15,537,0,0,0,4,0,3,11,0,Short,44,Mobile,New User,Referral,Electronics,Net Banking,Winter
1639,2024-03-12,1,0,0,831,6,366.17,4,0,0.0,0.0,16,296,0,0,0,4,0,0,3,1,Very Short,190,Mobile,New User,Organic Search,Toys,Credit Card,Spring
9878,2024-02-11,1,1,3,100,1,443.07,1,0,0.0,0.0,4,596,1,0,1,4,0,0,2,3,Short,216,Mobile,Returning User,Social Media,Clothing,Credit Card,Autumn
2998,2024-10-29,0,0,0,691,6,1748.36,2,0,0.0,0.0,21,129,1,0,1,4,0,2,10,0,Very Short,0,Desktop,New User,Organic Search,Toys,UPI,Winter
1844,2024-10-03,1,1,3,641,3,384.96,4,0,0.0,0.0,20,1101,1,0,1,4,0,5,10,0,Long,1,Mobile,Returning User,Social Media,Sports,COD,Winter
6375,2024-02-20,1,1,4,384,2,818.25,4,0,0.0,3273.0,23,1086,1,1,0,4,2,4,2,3,Long,142,Mobile,Returning User,Referral,Home & Kitchen,Wallet,Autumn
4710,2024-12-18,0,0,5,112,3,765.48,4,20,612.38,0.0,3,770,0,0,0,4,0,2,12,3,Short,124,Desktop,New User,Direct,Sports,UPI,Autumn
6539,2024-02-10,1,0,0,758,3,1264.87,2,0,0.0,0.0,23,642,1,0,1,4,0,0,2,3,Short,46,Mobile,New User,Organic Search,Sports,Credit Card,Autumn
8878,2024-01-18,0,0,2,713,7,807.42,3,10,242.23,0.0,4,1563,0,0,0,4,0,4,1,3,Very Long,208,Desktop,New User,Email,Grocery,Wallet,Autumn
1875,2024-12-14,1,1,0,786,1,679.35,4,20,543.48,0.0,24,776,1,0,1,4,0,4,12,3,Short,11,Mobile,Returning User,Organic Search,Clothing,Wallet,Autumn
3556,2024-03-22,1,1,5,394,2,1435.39,3,0,0.0,0.0,12,1679,0,0,0,4,0,2,3,1,Very Long,2,Mobile,Returning User,Direct,Home & Kitchen,UPI,Spring
5648,2024-03-26,1,1,3,238,5,331.1,4,0,0.0,0.0,23,859,0,0,0,4,0,4,3,1,Short,184,Mobile,Returning User,Social Media,Beauty,Wallet,Spring
8089,2024-10-16,0,1,2,35,6,1022.61,3,5,153.39,0.0,18,1483,1,0,1,4,0,4,10,0,Very Long,94,Desktop,Returning User,Email,Toys,Wallet,Winter
6405,2024-08-09,0,0,1,189,5,1716.06,1,15,257.41,0.0,3,1739,1,0,1,4,0,3,8,2,Very Long,22,Desktop,New User,Paid Search,Beauty,Net Banking,Summer
4444,2024-07-08,1,1,5,820,7,554.41,4,15,332.65,1884.99,5,1324,1,1,0,2,15,5,7,2,Long,209,Mobile,Returning User,Direct,Grocery,COD,Summer
6489,2024-12-26,1,1,1,89,2,1759.43,3,30,1583.49,0.0,14,221,0,0,0,4,0,4,12,3,Very Short,12,Mobile,Returning User,Paid Search,Home & Kitchen,Wallet,Autumn
9818,2024-02-01,0,0,1,799,2,1719.44,3,0,0.0,0.0,21,594,1,0,1,4,0,3,2,3,Short,191,Desktop,New User,Paid Search,Home & Kitchen,Net Banking,Autumn
5320,2024-12-03,1,1,2,527,7,670.8,4,0,0.0,0.0,22,81,1,0,1,4,0,0,12,3,Very Short,149,Mobile,Returning User,Email,Grocery,Credit Card,Autumn
8950,2024-04-07,2,1,4,86,6,743.72,4,0,0.0,2974.88,21,395,1,1,0,4,28,4,4,1,Very Short,50,Tablet,Returning User,Referral,Toys,Wallet,Spring
8018,2024-08-15,1,1,0,829,2,612.57,2,5,61.26,0.0,14,1518,1,0,1,4,0,0,8,2,Very Long,128,Mobile,Returning User,Organic Search,Home & Kitchen,Credit Card,Summer
3711,2024-04-28,0,1,0,47,6,1425.36,4,20,1140.29,0.0,14,678,0,0,0,4,0,2,4,1,Short,43,Desktop,Returning User,Organic Search,Toys,UPI,Spring
3245,2024-04-16,0,1,0,154,3,1185.67,3,15,533.55,0.0,5,1290,0,0,0,4,0,2,4,1,Long,61,Desktop,Returning User,Organic Search,Sports,UPI,Spring
7930,2024-04-27,1,1,1,255,0,207.69,1,10,20.77,0.0,15,1751,0,0,0,4,0,2,4,1,Very Long,69,Mobile,Returning User,Paid Search,Electronics,UPI,Spring
2867,2024-07-23,1,0,0,252,6,605.61,2,30,363.37,847.85,5,340,1,1,0,4,44,0,7,2,Very Short,120,Mobile,New User,Organic Search,Toys,Credit Card,Summer
4031,2024-11-16,2,1,4,361,2,1697.34,4,15,1018.4,0.0,2,809,0,0,0,4,0,0,11,0,Short,166,Tablet,Returning User,Referral,Home & Kitchen,Credit Card,Winter
3118,2024-02-11,0,1,1,135,4,270.87,3,0,0.0,0.0,13,936,0,0,0,4,0,2,2,3,Long,175,Desktop,Returning User,Paid Search,Books,UPI,Autumn
6456,2024-08-29,1,1,1,496,4,428.07,2,0,0.0,0.0,1,367,1,0,1,4,0,3,8,2,Very Short,58,Mobile,Returning User,Paid Search,Books,Net Banking,Summer
3646,2024-11-09,2,1,2,532,5,547.8,3,0,0.0,0.0,9,139,0,0,0,4,0,3,11,0,Very Short,113,Tablet,Returning User,Email,Beauty,Net Banking,Winter
6925,2024-09-25,0,0,2,616,4,400.93,2,10,80.19,721.67,3,1122,1,1,0,2,42,3,9,0,Long,112,Desktop,New User,Email,Books,Net Banking,Winter
9412,2024-12-23,2,0,2,88,0,974.07,3,25,730.55,2191.66,2,1118,1,1,0,4,43,0,12,3,Long,183,Tablet,New User,Email,Electronics,Credit Card,Autumn
8465,2024-01-05,1,0,1,876,5,836.48,4,20,669.18,0.0,10,694,1,0,1,4,0,2,1,3,Short,49,Mobile,New User,Paid Search,Beauty,UPI,Autumn
9530,2024-05-12,1,0,2,119,7,920.56,3,0,0.0,0.0,11,1106,1,0,1,4,0,5,5,1,Long,183,Mobile,New User,Email,Grocery,COD,Spring
1220,2024-06-05,1,1,1,502,5,588.62,3,0,0.0,1765.86,9,140,1,1,0,5,48,5,6,2,Very Short,115,Mobile,Returning User,Paid Search,Beauty,COD,Summer
5098,2024-07-14,1,0,3,605,1,757.4,1,0,0.0,757.4,11,1169,1,1,0,5,45,3,7,2,Long,132,Mobile,New User,Social Media,Clothing,Net Banking,Summer
2981,2024-04-26,2,0,2,508,0,803.22,3,0,0.0,0.0,3,407,0,0,0,4,0,0,4,1,Very Short,185,Tablet,New User,Email,Electronics,Credit Card,Spring
9259,2024-04-02,0,1,3,806,3,1388.91,2,10,277.78,0.0,17,514,1,0,1,4,0,1,4,1,Short,179,Desktop,Returning User,Social Media,Sports,Debit Card,Spring
7406,2024-11-06,1,1,4,858,4,432.08,3,30,388.87,0.0,23,1133,1,0,1,4,0,4,11,0,Long,152,Mobile,Returning User,Referral,Books,Wallet,Winter
3881,2024-03-25,0,0,2,342,7,369.61,2,0,0.0,0.0,23,988,0,0,0,4,0,3,3,1,Long,102,Desktop,New User,Email,Grocery,Net Banking,Spring
6071,2024-12-14,0,0,2,333,4,369.65,3,25,277.24,0.0,15,728,1,0,1,4,0,1,12,3,Short,88,Desktop,New User,Email,Books,Debit Card,Autumn
6448,2024-01-14,1,1,1,644,7,891.79,3,0,0.0,0.0,3,1087,0,0,0,4,0,0,1,3,Long,41,Mobile,Returning User,Paid Search,Grocery,Credit Card,Autumn
5459,2024-06-03,1,0,4,848,3,1403.97,2,0,0.0,2807.94,21,1744,1,1,0,5,23,1,6,2,Very Long,24,Mobile,New User,Referral,Sports,Debit Card,Summer
5268,2024-08-10,0,1,2,889,0,862.91,2,0,0.0,0.0,19,250,1,0,1,4,0,5,8,2,Very Short,73,Desktop,Returning User,Email,Electronics,COD,Summer
1496,2024-12-21,0,1,3,316,0,566.31,4,0,0.0,2265.24,13,578,1,1,0,5,11,5,12,3,Short,54,Desktop,Returning User,Social Media,Electronics,COD,Autumn
5071,2024-10-06,0,1,1,19,7,500.28,2,0,0.0,0.0,22,1728,0,0,0,4,0,1,10,0,Very Long,13,Desktop,Returning User,Paid Search,Grocery,Debit Card,Winter
4134,2024-01-06,0,0,0,665,5,858.92,1,0,0.0,0.0,24,1481,1,0,1,4,0,1,1,3,Very Long,172,Desktop,New User,Organic Search,Beauty,Debit Card,Autumn
8363,2024-09-30,0,1,2,760,0,686.5,2,10,137.3,1235.7,6,1525,1,1,0,3,38,3,9,0,Very Long,69,Desktop,Returning User,Email,Electronics,Net Banking,Winter
8785,2024-04-28,0,0,1,641,3,1109.74,1,20,221.95,0.0,6,964,1,0,1,4,0,4,4,1,Long,105,Desktop,New User,Paid Search,Sports,Wallet,Spring
7752,2024-11-09,1,1,2,829,0,430.98,4,0,0.0,0.0,10,1593,1,0,1,4,0,4,11,0,Very Long,13,Mobile,Returning User,Email,Electronics,Wallet,Winter
1278,2024-10-09,0,0,5,761,2,1007.78,3,0,0.0,3023.34,5,546,1,1,0,2,34,0,10,0,Short,204,Desktop,New User,Direct,Home & Kitchen,Credit Card,Winter
8570,2024-03-11,2,0,3,518,2,726.22,2,10,145.24,0.0,9,1373,0,0,0,4,0,0,3,1,Very Long,39,Tablet,New User,Social Media,Home & Kitchen,Credit Card,Spring
4567,2024-05-11,0,1,1,162,5,727.9,2,30,436.74,0.0,11,1443,0,0,0,4,0,1,5,1,Very Long,95,Desktop,Returning User,Paid Search,Beauty,Debit Card,Spring
4746,2024-10-26,1,0,3,243,6,1738.79,3,0,0.0,0.0,9,1426,1,0,1,4,0,2,10,0,Very Long,131,Mobile,New User,Social Media,Toys,UPI,Winter
9505,2024-12-02,0,0,2,458,5,893.82,3,0,0.0,2681.46,16,1719,1,1,0,5,17,4,12,3,Very Long,87,Desktop,New User,Email,Beauty,Wallet,Autumn
8804,2024-08-08,0,0,2,505,6,1149.33,4,0,0.0,0.0,21,848,0,0,0,4,0,5,8,2,Short,215,Desktop,New User,Email,Toys,COD,Summer
1457,2024-03-20,1,1,0,1,6,1010.26,1,0,0.0,0.0,15,221,1,0,1,4,0,1,3,1,Very Short,133,Mobile,Returning User,Organic Search,Toys,Debit Card,Spring
4238,2024-05-22,0,1,0,752,5,1768.81,3,10,530.64,4775.79,2,891,1,1,0,5,33,3,5,1,Short,154,Desktop,Returning User,Organic Search,Beauty,Net Banking,Spring
7746,2024-10-17,0,0,2,774,6,541.56,2,15,162.47,0.0,20,1238,1,0,1,4,0,1,10,0,Long,101,Desktop,New User,Email,Toys,Debit Card,Winter
5849,2024-08-06,1,0,4,787,1,466.32,4,10,186.53,0.0,7,1520,1,0,1,4,0,2,8,2,Very Long,153,Mobile,New User,Referral,Clothing,UPI,Summer
3318,2024-03-14,1,1,3,226,4,199.97,4,10,79.99,0.0,11,461,1,0,1,4,0,2,3,1,Short,31,Mobile,Returning User,Social Media,Books,UPI,Spring
5722,2024-04-14,0,1,4,639,2,1048.99,1,0,0.0,0.0,11,168,1,0,1,4,0,2,4,1,Very Short,77,Desktop,Returning User,Referral,Home & Kitchen,UPI,Spring
8798,2024-03-12,0,0,0,777,6,342.83,2,10,68.57,0.0,4,1313,1,0,1,4,0,5,3,1,Long,11,Desktop,New User,Organic Search,Toys,COD,Spring
3009,2024-06-20,0,0,4,414,7,573.4,1,0,0.0,0.0,23,348,0,0,0,4,0,3,6,2,Very Short,209,Desktop,New User,Referral,Grocery,Net Banking,Summer
7713,2024-06-11,1,1,5,452,3,833.05,1,0,0.0,0.0,8,342,0,0,0,4,0,0,6,2,Very Short,79,Mobile,Returning User,Direct,Sports,Credit Card,Summer
7612,2024-07-16,2,0,3,690,4,352.59,4,25,352.59,1057.77,4,668,1,1,0,5,44,2,7,2,Short,170,Tablet,New User,Social Media,Books,UPI,Summer
8970,2024-12-10,0,1,5,600,0,815.25,1,10,81.53,0.0,16,1352,1,0,1,4,0,4,12,3,Long,174,Desktop,Returning User,Direct,Electronics,Wallet,Autumn
3681,2024-08-25,0,0,4,214,0,628.97,3,0,0.0,0.0,8,785,1,0,1,4,0,2,8,2,Short,131,Desktop,New User,Referral,Electronics,UPI,Summer
2943,2024-08-01,1,0,2,215,3,1466.99,1,0,0.0,0.0,9,879,0,0,0,4,0,0,8,2,Short,9,Mobile,New User,Email,Sports,Credit Card,Summer
5928,2024-05-13,2,0,2,3,0,442.43,1,0,0.0,0.0,17,1505,0,0,0,4,0,5,5,1,Very Long,138,Tablet,New User,Email,Electronics,COD,Spring
5781,2024-08-19,0,1,1,488,3,1054.93,4,15,632.96,0.0,7,597,1,0,1,4,0,5,8,2,Short,40,Desktop,Returning User,Paid Search,Sports,COD,Summer
4685,2024-12-14,1,0,0,265,1,576.13,1,0,0.0,0.0,18,1766,0,0,0,4,0,2,12,3,Very Long,62,Mobile,New User,Organic Search,Clothing,UPI,Autumn
8012,2024-01-04,1,0,5,686,4,361.72,3,0,0.0,0.0,5,979,0,0,0,4,0,1,1,3,Long,163,Mobile,New User,Direct,Books,Debit Card,Autumn
8190,2024-05-07,0,0,5,614,3,861.55,2,0,0.0,0.0,21,1454,0,0,0,4,0,1,5,1,Very Long,129,Desktop,New User,Direct,Sports,Debit Card,Spring
3211,2024-01-21,1,0,5,609,3,1448.74,4,0,0.0,5794.96,3,821,1,1,0,5,32,2,1,3,Short,1,Mobile,New User,Direct,Sports,UPI,Autumn
8158,2024-03-15,1,0,3,721,2,1050.96,2,10,210.19,1891.73,7,187,1,1,0,5,23,1,3,1,Very Short,150,Mobile,New User,Social Media,Home & Kitchen,Debit Card,Spring
3076,2024-01-25,0,0,1,595,1,698.27,3,20,418.96,0.0,20,389,0,0,0,4,0,5,1,3,Very Short,159,Desktop,New User,Paid Search,Clothing,COD,Autumn
4668,2024-08-04,0,1,4,862,6,1862.74,3,20,1117.64,0.0,16,987,0,0,0,4,0,0,8,2,Long,53,Desktop,Returning User,Referral,Toys,Credit Card,Summer
1244,2024-10-26,0,0,5,586,4,464.95,2,0,0.0,929.9,1,1656,1,1,0,3,35,3,10,0,Very Long,98,Desktop,New User,Direct,Books,Net Banking,Winter
4063,2024-12-09,0,0,1,234,2,655.97,1,15,98.4,0.0,11,1295,1,0,1,4,0,3,12,3,Long,159,Desktop,New User,Paid Search,Home & Kitchen,Net Banking,Autumn
9625,2024-03-27,1,1,0,35,0,903.26,2,5,90.33,0.0,10,1732,0,0,0,4,0,1,3,1,Very Long,218,Mobile,Returning User,Organic Search,Electronics,Debit Card,Spring
4982,2024-09-12,1,1,0,854,3,1367.99,4,0,0.0,0.0,24,1004,1,0,1,4,0,5,9,0,Long,161,Mobile,Returning User,Organic Search,Sports,COD,Winter
7389,2024-04-30,1,1,5,31,1,475.28,1,0,0.0,475.28,21,1068,1,1,0,4,11,4,4,1,Long,218,Mobile,Returning User,Direct,Clothing,Wallet,Spring
1971,2024-04-25,1,0,1,885,5,1305.66,4,30,1566.79,0.0,19,804,1,0,1,4,0,5,4,1,Short,89,Mobile,New User,Paid Search,Beauty,COD,Spring
6719,2024-08-10,0,0,2,797,5,1670.32,1,0,0.0,0.0,19,427,1,0,1,4,0,1,8,2,Very Short,101,Desktop,New User,Email,Beauty,Debit Card,Summer
4343,2024-09-04,0,0,1,390,0,616.38,4,10,246.55,0.0,7,771,1,0,1,4,0,0,9,0,Short,169,Desktop,New User,Paid Search,Electronics,Credit Card,Winter
